league,season,team,player,nation,pos,age,born,MP,Starts,Min,90s,npGoals,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDistance,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,ProgPasses,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CornerKicks,InSwingCK,OutSwingCK,StraightCK,PassesOffside,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,DrbPast,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,TimesTackled,TimesTackled%,Carries,TotalCarryDistance,ProgCarryDistance,ProgCarries,CarriesToFinalThird,CarriesToPenArea,CarryMistakes,Disposesed,ReceivedPass,ProgPassesRec,Yellows,Reds,Yellow2,Fouls,FoulsDrawn,Offside,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%
ENG-Premier League,2223,Nott'ham Forest,Felipe,BRA,DF,33.0,1989.0,16,15,1418,15.8,0,0,13,1,7.7,0.83,0.06,0.0,0.0,9.0,0,0,0,1.2,1.2,0.09,-1.2,-1.2,411,568,72.4,7998,3250,154,187,82.4,198,240,82.5,50,112,44.6,1.0,0.9,0.8,0.1,7.0,17.0,2.0,0.0,22.0,545,20,13,0,3,2,7,0,0,0,0,3,11,15,0.95,10,0,0,4,1,0,1,0.06,1,0,0,0,0,0,42,23,29,13,0,24,41,58.5,17,34,13,21,36.0,78.0,90.0,0.0,798,163,477,275,59,36,798,18,14,77.8,3,16.7,391,2137,1182,3,3,0,12,4,386,4,4,0,0,15,11,4,0,0,0,108,52,30,63.4
ENG-Premier League,2223,Nott'ham Forest,Giulian Biancone,FRA,DF,22.0,2000.0,2,0,17,0.2,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,15,21,71.4,253,126,6,7,85.7,8,10,80.0,1,3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2,0,0,0,1,2,0,0,0,0,0,0,1,5.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,2,0,0,1,1,100.0,0,0,0,0,1.0,3.0,0.0,0.0,25,2,19,5,1,0,25,0,0,,0,,10,76,61,2,1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,5,2,0,100.0
ENG-Premier League,2223,Nott'ham Forest,Gustavo Scarpa,BRA,"MF,FW",28.0,1994.0,6,2,181,2.0,0,0,7,1,14.3,3.48,0.5,0.0,0.0,26.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,51,78,65.4,1112,454,16,19,84.2,26,31,83.9,8,18,44.4,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,12.0,72,6,0,1,2,4,3,2,0,1,0,0,5,10,4.97,3,1,1,1,3,1,0,0.0,0,0,0,0,0,0,5,2,3,1,1,2,5,40.0,3,4,0,4,0.0,5.0,3.0,0.0,108,3,24,58,27,1,108,4,1,25.0,2,50.0,67,515,313,9,5,0,1,0,71,4,1,0,0,4,8,0,0,0,0,12,1,2,33.3
ENG-Premier League,2223,Nott'ham Forest,Harry Toffolo,ENG,DF,26.0,1995.0,19,9,940,10.4,0,0,6,2,33.3,0.57,0.19,0.0,0.0,17.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,242,387,62.5,3806,1892,136,166,81.9,92,148,62.2,11,47,23.4,0.0,0.8,0.9,-0.8,5.0,14.0,7.0,4.0,29.0,313,72,5,0,1,29,65,2,2,0,0,2,12,19,1.82,14,3,1,0,0,1,0,0.0,0,0,0,0,0,0,17,8,10,4,3,10,14,71.4,4,16,8,8,10.0,27.0,33.0,0.0,498,48,175,179,151,12,498,9,3,33.3,5,55.6,191,721,342,8,6,4,10,6,223,43,2,0,0,10,5,0,0,1,0,54,13,14,48.1
ENG-Premier League,2223,Nott'ham Forest,Jack Colback,ENG,MF,32.0,1989.0,11,4,497,5.5,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,119,143,83.2,1936,446,61,71,85.9,48,55,87.3,8,11,72.7,0.0,0.2,0.2,-0.2,2.0,12.0,3.0,1.0,16.0,139,4,2,0,0,1,1,0,0,0,0,0,3,3,0.54,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,18,13,12,6,0,5,8,62.5,3,3,0,3,3.0,21.0,9.0,0.0,189,16,65,100,27,1,189,4,3,75.0,0,0.0,75,404,210,5,5,0,5,1,88,3,0,0,0,9,8,0,0,0,0,24,4,8,33.3
ENG-Premier League,2223,Nott'ham Forest,Jesse Lingard,ENG,"FW,MF",29.0,1992.0,17,12,923,10.3,0,0,10,2,20.0,0.98,0.2,0.0,0.0,19.3,0,0,0,1.0,1.0,0.1,-1.0,-1.0,236,297,79.5,3558,897,121,137,88.3,88,104,84.6,14,28,50.0,0.0,0.7,0.5,-0.7,11.0,27.0,7.0,1.0,33.0,271,24,7,1,4,5,8,0,0,0,0,2,5,25,2.44,18,1,2,3,1,0,2,0.2,1,0,0,1,0,0,4,4,2,2,0,1,7,14.3,6,11,0,11,5.0,9.0,4.0,0.0,371,7,44,202,132,16,371,10,6,60.0,4,40.0,214,1003,527,11,12,0,16,10,263,38,1,0,0,8,9,2,0,0,0,39,1,3,25.0
ENG-Premier League,2223,Nott'ham Forest,Joe Worrall,ENG,DF,25.0,1997.0,30,21,2224,24.7,1,1,7,2,28.6,0.28,0.08,0.14,0.5,12.2,0,0,0,0.8,0.8,0.11,0.2,0.2,891,1157,77.0,18605,7188,265,322,82.3,475,560,84.8,143,250,57.2,0.0,0.8,0.6,-0.8,5.0,75.0,6.0,0.0,67.0,1058,97,33,0,8,3,58,0,0,0,0,2,9,16,0.65,14,1,0,0,1,0,0,0.0,0,0,0,0,0,0,53,25,39,12,2,25,35,71.4,10,33,23,10,26.0,79.0,111.0,1.0,1408,213,813,524,75,29,1408,4,3,75.0,1,25.0,684,2948,1604,5,5,1,6,4,796,1,6,0,0,27,4,0,0,2,0,123,55,33,62.5
ENG-Premier League,2223,Nott'ham Forest,Jonjo Shelvey,ENG,MF,30.0,1992.0,8,6,540,6.0,0,0,6,0,0.0,1.0,0.0,0.0,,24.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,221,302,73.2,4761,1861,73,86,84.9,98,112,87.5,47,98,48.0,0.0,0.3,0.8,-0.3,6.0,37.0,8.0,2.0,34.0,271,31,27,3,6,13,1,0,0,0,0,0,1,16,2.67,11,4,0,1,0,0,0,0.0,0,0,0,0,0,0,2,1,0,1,1,1,9,11.1,8,7,2,5,5.0,7.0,10.0,1.0,345,23,102,209,35,1,345,4,4,100.0,0,0.0,178,978,442,1,3,0,3,4,214,0,2,0,0,9,1,0,0,1,0,32,4,1,80.0
ENG-Premier League,2223,Nott'ham Forest,Keylor Navas,CRC,GK,35.0,1986.0,17,17,1529,17.0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,306,534,57.3,10310,8282,29,29,100.0,136,137,99.3,141,363,38.8,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,312,217,66,0,0,0,0,0,0,0,0,5,0,3,0.18,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1.0,1.0,11.0,1.0,578,515,576,2,0,0,578,1,1,100.0,0,0.0,267,1718,1174,0,0,0,1,0,175,0,2,0,0,0,0,0,0,0,0,10,6,0,100.0
ENG-Premier League,2223,Nott'ham Forest,Lewis O'Brien,ENG,MF,23.0,1998.0,13,6,584,6.5,1,1,7,2,28.6,1.08,0.31,0.14,0.5,23.8,0,0,0,0.3,0.3,0.05,0.7,0.7,166,214,77.6,2785,650,72,85,84.7,84,103,81.6,7,16,43.8,0.0,0.2,0.2,-0.2,4.0,19.0,3.0,0.0,21.0,207,7,4,0,0,4,3,0,0,0,0,0,4,21,3.24,14,0,1,1,3,2,0,0.0,0,0,0,0,0,0,16,9,4,11,1,6,12,50.0,6,13,2,11,5.0,21.0,9.0,0.0,297,19,72,161,71,3,297,17,7,41.2,3,17.6,157,947,518,13,9,2,12,7,166,3,2,0,0,5,15,0,0,0,0,51,2,6,25.0
ENG-Premier League,2223,Nott'ham Forest,Morgan Gibbs-White,ENG,"MF,FW",22.0,2000.0,35,34,2971,33.0,3,5,57,19,33.3,1.73,0.58,0.05,0.16,20.0,3,2,2,6.0,4.4,0.08,-1.0,-1.4,659,1078,61.1,10717,3931,351,466,75.3,195,279,69.9,84,229,36.7,8.0,8.2,6.2,-0.2,66.0,70.0,40.0,5.0,131.0,891,171,62,16,8,161,5,94,43,44,1,16,30,119,3.6,72,27,9,6,2,3,12,0.36,6,3,1,2,0,0,26,14,7,7,12,11,32,34.4,21,23,4,19,14.0,40.0,15.0,0.0,1447,20,169,626,680,76,1445,96,47,49.0,43,44.8,764,4463,2187,69,62,19,91,44,902,157,5,0,0,32,28,6,0,0,0,147,56,109,33.9
ENG-Premier League,2223,Nott'ham Forest,Moussa Niakhate,SEN,DF,26.0,1996.0,14,14,1163,12.9,0,0,6,3,50.0,0.46,0.23,0.0,0.0,12.4,0,0,0,0.6,0.6,0.1,-0.6,-0.6,265,391,67.8,5245,2626,94,103,91.3,129,183,70.5,39,90,43.3,0.0,0.1,0.2,-0.1,1.0,16.0,0.0,0.0,15.0,293,98,8,0,0,2,90,0,0,0,0,0,8,9,0.7,4,5,0,0,0,0,1,0.08,0,1,0,0,0,0,18,9,15,3,0,11,22,50.0,11,18,8,10,19.0,37.0,60.0,0.0,528,96,301,159,69,7,528,4,0,0.0,4,100.0,184,923,435,2,0,0,5,1,189,3,1,0,0,12,6,0,0,1,0,71,19,15,55.9
ENG-Premier League,2223,Nott'ham Forest,Neco Williams,WAL,DF,21.0,2001.0,31,20,1882,20.9,1,1,25,7,28.0,1.2,0.33,0.04,0.14,21.2,2,0,0,1.3,1.3,0.05,-0.3,-0.3,533,840,63.5,9565,3461,254,307,82.7,196,286,68.5,68,177,38.4,0.0,1.4,1.2,-1.4,15.0,29.0,14.0,9.0,33.0,651,182,28,3,7,89,141,13,7,6,0,7,38,39,1.86,23,4,4,2,3,3,2,0.1,1,0,0,1,0,0,72,47,49,17,6,38,71,53.5,33,33,8,25,33.0,105.0,48.0,0.0,1153,82,445,422,309,23,1153,55,19,34.5,31,56.4,555,3620,2064,51,33,5,31,17,532,67,7,0,0,33,27,2,1,0,0,127,17,27,38.6
ENG-Premier League,2223,Nott'ham Forest,Orel Mangala,BEL,MF,24.0,1998.0,27,20,1550,17.2,1,1,9,3,33.3,0.52,0.17,0.11,0.33,20.7,0,0,0,0.6,0.6,0.06,0.4,0.4,411,514,80.0,6178,1807,223,256,87.1,153,183,83.6,22,42,52.4,1.0,0.4,0.5,0.6,3.0,35.0,3.0,0.0,43.0,508,4,3,1,1,6,0,0,0,0,0,2,11,13,0.76,11,0,0,0,2,0,1,0.06,1,0,0,0,0,0,28,20,16,10,2,12,29,41.4,17,21,7,14,23.0,51.0,15.0,0.0,655,31,183,380,99,8,655,34,16,47.1,12,35.3,334,1742,808,14,6,2,11,9,383,8,3,0,0,22,23,0,0,0,0,88,11,9,55.0
ENG-Premier League,2223,Nott'ham Forest,Remo Freuler,SUI,MF,30.0,1992.0,28,24,2161,24.0,0,0,8,1,12.5,0.33,0.04,0.0,0.0,20.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,664,836,79.4,9828,3216,371,429,86.5,238,285,83.5,30,66,45.5,0.0,0.8,0.7,-0.8,12.0,47.0,6.0,3.0,54.0,812,23,20,0,2,5,2,0,0,0,0,1,17,29,1.21,27,1,0,1,0,0,0,0.0,0,0,0,0,0,0,43,23,23,15,5,19,43,44.2,24,36,9,27,29.0,72.0,45.0,0.0,1058,71,360,537,167,13,1058,12,6,50.0,4,33.3,491,2192,959,7,11,0,20,8,557,11,4,0,0,24,12,0,0,0,0,137,26,20,56.5
ENG-Premier League,2223,Nott'ham Forest,Renan Lodi,BRA,DF,24.0,1998.0,28,26,2214,24.6,0,0,15,0,0.0,0.61,0.0,0.0,,19.9,2,0,0,1.0,1.0,0.06,-1.0,-1.0,583,877,66.5,10215,3529,272,323,84.2,242,339,71.4,57,162,35.2,1.0,1.2,1.3,-0.2,13.0,25.0,14.0,8.0,31.0,684,189,44,0,3,75,130,15,12,2,0,4,29,30,1.22,22,6,0,1,1,0,4,0.16,3,0,0,1,0,0,52,39,38,8,6,33,66,50.0,33,25,6,19,33.0,85.0,74.0,0.0,1143,96,478,418,263,21,1143,39,16,41.0,14,35.9,546,2834,1379,24,15,2,18,13,535,70,7,0,0,29,42,2,0,0,0,153,18,19,48.6
ENG-Premier League,2223,Nott'ham Forest,Ryan Yates,ENG,MF,24.0,1997.0,26,21,1837,20.4,0,0,26,5,19.2,1.27,0.24,0.0,0.0,16.8,0,0,0,2.3,2.3,0.09,-2.3,-2.3,455,592,76.9,7587,1812,204,248,82.3,205,237,86.5,32,61,52.5,2.0,1.2,0.4,0.8,7.0,26.0,4.0,1.0,43.0,526,62,12,0,6,8,3,0,0,0,0,4,17,24,1.18,18,0,0,4,2,0,3,0.15,1,0,0,2,0,0,38,19,19,16,3,14,22,63.6,8,26,8,18,10.0,48.0,44.0,0.0,790,66,235,418,143,34,790,9,4,44.4,3,33.3,303,1260,577,11,4,3,18,15,384,27,5,0,0,50,53,1,1,0,0,111,29,21,58.0
ENG-Premier League,2223,Nott'ham Forest,Sam Surridge,ENG,FW,24.0,1998.0,20,1,323,3.6,1,1,9,2,22.2,2.51,0.56,0.11,0.5,11.6,0,0,0,1.8,1.8,0.2,-0.8,-0.8,40,81,49.4,551,168,25,45,55.6,13,24,54.2,1,3,33.3,0.0,0.1,0.0,-0.1,1.0,4.0,0.0,0.0,6.0,77,3,0,0,0,3,0,0,0,0,0,1,3,4,1.11,3,0,0,1,0,0,1,0.28,1,0,0,0,0,0,5,0,1,3,1,1,4,25.0,3,5,2,3,0.0,5.0,7.0,0.0,137,9,27,55,59,15,137,5,2,40.0,2,40.0,71,361,140,2,5,1,13,4,93,17,2,0,0,12,10,3,0,1,0,17,13,16,44.8
ENG-Premier League,2223,Nott'ham Forest,Scott McKenna,SCO,DF,25.0,1996.0,20,19,1571,17.5,0,0,2,0,0.0,0.11,0.0,0.0,,8.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,569,727,78.3,11331,4319,163,195,83.6,334,394,84.8,66,122,54.1,0.0,1.0,0.4,-1.0,8.0,35.0,3.0,1.0,35.0,691,32,11,0,3,2,21,0,0,0,0,4,2,10,0.57,10,0,0,0,0,0,1,0.06,1,0,0,0,0,0,12,7,7,3,2,6,10,60.0,4,20,14,6,12.0,24.0,85.0,1.0,877,151,501,333,45,21,877,7,5,71.4,1,14.3,430,1885,929,5,1,0,2,2,508,2,4,0,0,8,4,0,0,1,0,68,36,23,61.0
ENG-Premier League,2223,Nott'ham Forest,Serge Aurier,CIV,DF,29.0,1992.0,24,22,1943,21.6,1,1,9,3,33.3,0.42,0.14,0.11,0.33,16.2,0,0,0,0.8,0.8,0.09,0.2,0.2,667,943,70.7,10182,4393,373,454,82.2,236,333,70.9,41,94,43.6,0.0,1.0,0.9,-1.0,10.0,44.0,13.0,6.0,71.0,758,183,16,1,0,40,167,0,0,0,0,2,28,26,1.2,21,2,0,0,2,1,1,0.05,0,1,0,0,0,0,64,41,41,18,5,23,33,69.7,10,34,11,23,29.0,93.0,75.0,0.0,1238,107,484,505,263,13,1238,32,16,50.0,11,34.4,520,2394,1398,37,26,2,31,18,574,50,2,0,0,18,19,0,0,0,0,126,46,32,59.0
ENG-Premier League,2223,Nott'ham Forest,Steve Cook,ENG,DF,31.0,1991.0,12,11,957,10.6,0,0,3,0,0.0,0.28,0.0,0.0,,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,369,459,80.4,7884,2511,80,99,80.8,234,261,89.7,51,91,56.0,0.0,0.6,0.6,-0.6,3.0,18.0,2.0,1.0,19.0,445,13,11,0,6,1,2,0,0,0,0,1,2,6,0.56,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8,4,4,4,0,5,7,71.4,2,16,11,5,12.0,20.0,51.0,0.0,559,100,321,220,19,10,559,1,1,100.0,0,0.0,284,1293,577,1,3,0,3,2,350,0,4,0,0,5,2,0,0,1,0,35,27,10,73.0
ENG-Premier League,2223,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,24.0,1997.0,27,17,1404,15.6,10,10,35,15,42.9,2.24,0.96,0.29,0.67,11.8,0,0,0,6.6,6.6,0.19,3.4,3.4,143,223,64.1,1675,300,96,133,72.2,34,52,65.4,2,8,25.0,1.0,1.1,0.3,-0.1,10.0,6.0,2.0,0.0,12.0,220,3,0,2,1,3,1,0,0,0,0,0,9,25,1.6,18,0,2,2,2,1,4,0.26,2,0,1,1,0,0,17,10,2,10,5,6,10,60.0,4,18,4,14,4.0,21.0,20.0,0.0,435,22,62,177,203,55,435,22,7,31.8,12,54.5,246,1269,530,18,13,9,68,29,284,55,2,0,0,24,19,15,0,0,0,56,20,61,24.7
ENG-Premier League,2223,Nott'ham Forest,Wayne Hennessey,WAL,GK,35.0,1987.0,4,3,271,3.0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,61,99,61.6,2134,1661,5,5,100.0,29,29,100.0,27,63,42.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,63,34,9,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,0,0,0,0.0,1.0,2.0,0.0,108,91,108,0,0,0,108,0,0,,0,,56,318,181,0,0,0,0,0,47,0,0,0,0,0,1,0,0,0,0,0,0,0,
ENG-Premier League,2223,Nott'ham Forest,Willy Boly,CIV,DF,31.0,1991.0,11,9,685,7.6,0,0,2,1,50.0,0.26,0.13,0.0,0.0,16.7,0,0,0,0.0,0.0,0.02,0.0,0.0,194,258,75.2,3706,1660,63,77,81.8,107,126,84.9,20,47,42.6,1.0,0.2,0.3,0.8,1.0,8.0,0.0,0.0,12.0,254,4,3,0,0,0,1,0,0,0,0,0,3,5,0.66,5,0,0,0,0,0,1,0.13,1,0,0,0,0,0,13,6,8,3,2,8,13,61.5,5,13,4,9,12.0,25.0,45.0,0.0,353,69,239,101,15,9,353,2,1,50.0,0,0.0,171,769,355,1,1,0,2,0,182,0,2,0,0,5,5,3,0,0,0,40,15,9,62.5
ENG-Premier League,2223,Southampton,Adam Armstrong,ENG,"FW,MF",25.0,1997.0,30,14,1335,14.8,2,2,25,12,48.0,1.69,0.81,0.08,0.17,15.9,0,0,0,2.1,2.1,0.08,-0.1,-0.1,220,302,72.8,3235,585,120,146,82.2,71,89,79.8,13,23,56.5,1.0,1.3,0.8,-0.3,11.0,13.0,10.0,2.0,16.0,267,35,0,0,4,14,3,0,0,0,0,0,21,24,1.62,19,0,2,1,1,1,2,0.13,1,0,0,0,0,1,14,9,6,5,3,3,10,30.0,7,15,3,12,5.0,19.0,6.0,0.0,458,11,71,176,222,46,458,43,13,30.2,25,58.1,255,2338,996,39,29,11,24,22,273,70,2,0,0,17,9,2,0,0,0,54,5,21,19.2
ENG-Premier League,2223,Southampton,Ainsley Maitland-Niles,ENG,"DF,MF",24.0,1997.0,22,13,1407,15.6,0,0,1,1,100.0,0.06,0.06,0.0,0.0,31.4,0,0,0,0.0,0.0,0.02,0.0,0.0,565,713,79.2,9322,3245,288,331,87.0,214,258,82.9,50,84,59.5,0.0,0.7,0.7,-0.7,10.0,52.0,12.0,5.0,57.0,633,77,11,2,3,20,66,0,0,0,0,3,12,24,1.54,22,0,1,0,1,0,2,0.13,1,0,0,0,1,0,45,24,23,18,4,28,44,63.6,16,28,7,21,22.0,67.0,45.0,1.0,912,73,328,440,155,7,912,22,17,77.3,5,22.7,407,2036,885,15,13,2,26,13,509,35,3,0,0,13,8,0,1,1,0,90,15,11,57.7
ENG-Premier League,2223,Southampton,Alex McCarthy,ENG,GK,32.0,1989.0,6,6,540,6.0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,150,249,60.2,3585,2452,45,47,95.7,64,66,97.0,40,132,30.3,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,178,68,16,0,1,0,0,0,0,0,0,3,0,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1.0,1.0,3.0,1.0,261,205,260,1,0,0,261,0,0,,0,,139,546,264,0,0,0,0,0,133,0,0,0,0,0,1,0,0,0,0,7,1,0,100.0
ENG-Premier League,2223,Southampton,Armel Bella Kotchap,GER,DF,20.0,2001.0,24,24,1879,20.9,0,0,14,2,14.3,0.67,0.1,0.0,0.0,16.1,0,0,0,1.0,1.0,0.07,-1.0,-1.0,749,937,79.9,13980,4521,290,325,89.2,384,424,90.6,67,159,42.1,2.0,1.0,0.5,1.0,6.0,32.0,4.0,0.0,39.0,908,28,21,1,9,4,5,0,0,0,0,1,12,14,0.67,7,0,1,3,2,1,2,0.1,1,0,0,1,0,0,37,17,28,9,0,15,20,75.0,5,29,12,17,44.0,81.0,110.0,0.0,1211,209,654,519,46,22,1211,11,4,36.4,3,27.3,697,3570,1899,9,12,2,9,6,682,2,4,0,0,9,33,0,0,0,0,145,40,28,58.8
ENG-Premier League,2223,Southampton,Carlos Alcaraz,ARG,"MF,FW",19.0,2002.0,18,13,1029,11.4,4,4,24,10,41.7,2.1,0.87,0.17,0.4,20.0,0,0,0,1.9,1.9,0.08,2.1,2.1,222,290,76.6,3147,669,114,137,83.2,80,95,84.2,8,19,42.1,2.0,0.7,0.7,1.3,5.0,20.0,6.0,0.0,28.0,279,9,1,2,4,4,1,0,0,0,0,2,10,22,1.92,14,0,2,3,2,1,4,0.35,3,0,0,1,0,0,10,5,2,7,1,6,22,27.3,16,14,5,9,1.0,11.0,11.0,0.0,430,14,73,234,130,23,430,28,13,46.4,11,39.3,258,1292,675,20,17,2,30,24,296,32,3,0,0,16,17,2,0,0,0,53,7,27,20.6
ENG-Premier League,2223,Southampton,Che Adams,SCO,FW,26.0,1996.0,28,23,1992,22.1,5,5,47,14,29.8,2.12,0.63,0.11,0.36,13.8,0,0,0,6.6,6.6,0.14,-1.6,-1.6,330,498,66.3,4651,1042,205,278,73.7,78,118,66.1,26,37,70.3,3.0,2.8,2.2,0.2,24.0,21.0,11.0,2.0,34.0,490,7,0,6,7,12,4,0,0,0,0,1,17,57,2.57,44,1,2,5,5,0,7,0.32,5,0,0,0,2,0,17,13,7,8,2,7,12,58.3,5,13,4,9,4.0,21.0,22.0,0.0,717,29,66,286,377,103,717,33,16,48.5,13,39.4,405,1613,469,17,11,9,66,28,558,115,1,0,0,38,27,14,0,0,0,53,61,103,37.2
ENG-Premier League,2223,Southampton,Dominic Ballard,ENG,"FW,MF",17.0,2005.0,2,0,26,0.3,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,5,7,71.4,55,5,3,4,75.0,2,2,100.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1.0,1.0,0.0,0.0,11,0,2,4,5,0,11,2,0,0.0,1,50.0,6,25,10,1,0,0,3,1,7,1,0,0,0,0,0,0,0,0,0,2,1,4,20.0
ENG-Premier League,2223,Southampton,Duje Ćaleta-Car,CRO,DF,25.0,1996.0,13,9,946,10.5,1,1,5,2,40.0,0.48,0.19,0.2,0.5,12.3,0,0,0,0.8,0.8,0.16,0.2,0.2,480,568,84.5,9398,3504,155,173,89.6,268,289,92.7,53,93,57.0,0.0,0.0,0.2,0.0,1.0,26.0,0.0,0.0,33.0,542,22,17,0,3,1,1,0,0,0,0,4,1,6,0.57,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,14,10,9,4,1,6,9,66.7,3,15,11,4,15.0,29.0,65.0,1.0,695,136,416,268,15,9,695,2,2,100.0,0,0.0,387,1829,993,5,1,0,1,2,429,0,2,0,0,9,1,0,0,0,0,54,19,13,59.4
ENG-Premier League,2223,Southampton,Gavin Bazunu,IRL,GK,20.0,2002.0,32,32,2880,32.0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,718,1178,61.0,21528,16289,183,185,98.9,256,263,97.3,278,722,38.5,0.0,0.1,0.1,-0.1,1.0,42.0,1.0,0.0,1.0,847,325,88,0,1,0,0,0,0,0,0,6,0,7,0.22,5,2,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,0,0,0,1.0,2.0,24.0,2.0,1253,910,1234,19,0,0,1253,0,0,,0,,746,3699,2072,0,0,0,0,0,599,0,0,0,0,1,2,0,0,1,0,39,13,0,100.0
ENG-Premier League,2223,Southampton,Ibrahima Diallo,FRA,MF,23.0,1999.0,18,11,819,9.1,0,0,6,0,0.0,0.66,0.0,0.0,,28.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,317,402,78.9,4768,1064,181,206,87.9,112,139,80.6,16,34,47.1,0.0,0.1,0.1,-0.1,4.0,24.0,2.0,0.0,28.0,395,7,7,0,2,4,0,0,0,0,0,0,9,10,1.1,8,0,1,0,0,1,0,0.0,0,0,0,0,0,0,25,15,14,10,1,8,14,57.1,6,11,1,10,6.0,31.0,11.0,0.0,499,18,128,308,74,4,499,13,8,61.5,5,38.5,287,1445,710,9,4,0,16,9,294,6,4,0,0,18,7,0,0,0,0,82,15,9,62.5
ENG-Premier League,2223,Southampton,Jack Stephens,ENG,DF,28.0,1994.0,2,0,46,0.5,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,23,28,82.1,398,107,9,10,90.0,13,17,76.5,1,1,100.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,25,3,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0,1,1,100.0,0,1,1,0,1.0,3.0,2.0,0.0,33,4,8,17,8,0,33,0,0,,0,,16,135,86,3,2,0,0,1,25,0,0,0,0,1,0,0,0,0,0,0,1,0,100.0
