league,season,team,player,nation,pos,age,born,MP,Starts,Min,90s,npGoals,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDistance,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,ProgPasses,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CornerKicks,InSwingCK,OutSwingCK,StraightCK,PassesOffside,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,DrbPast,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,TimesTackled,TimesTackled%,Carries,TotalCarryDistance,ProgCarryDistance,ProgCarries,CarriesToFinalThird,CarriesToPenArea,CarryMistakes,Disposesed,ReceivedPass,ProgPassesRec,Yellows,Reds,Yellow2,Fouls,FoulsDrawn,Offside,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%
ENG-Premier League,2223,Arsenal,Aaron Ramsdale,ENG,GK,24.0,1998.0,38,38,3420,38.0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,761,1111,68.5,18974,13109,190,196,96.9,383,390,98.2,186,519,35.8,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,8.0,872,237,83,0,6,0,1,0,0,0,0,2,3,3,0.08,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,0.0,1.0,20.0,6.0,1196,872,1170,28,0,0,1196,1,1,100.0,0,0.0,722,3934,2459,0,1,0,0,0,629,0,1,0,0,0,4,0,0,0,0,33,6,0,100.0
ENG-Premier League,2223,Arsenal,Albert Sambi Lokonga,BEL,MF,22.0,1999.0,6,2,198,2.2,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,132,140,94.3,2321,539,59,62,95.2,60,63,95.2,11,12,91.7,0.0,0.0,0.1,0.0,1.0,17.0,1.0,0.0,12.0,135,5,5,1,1,0,0,0,0,0,0,0,1,4,1.82,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,2,0.0,2,1,0,1,5.0,6.0,2.0,0.0,154,6,32,95,29,0,154,2,1,50.0,0,0.0,96,393,145,0,6,0,1,1,113,2,0,0,0,1,5,0,0,0,0,14,3,2,60.0
ENG-Premier League,2223,Arsenal,Ben White,ENG,DF,24.0,1997.0,38,36,3055,33.9,2,2,10,2,20.0,0.29,0.06,0.2,1.0,16.7,0,0,0,1.3,1.3,0.13,0.7,0.7,1888,2242,84.2,31271,10700,893,974,91.7,851,972,87.6,107,205,52.2,5.0,3.2,3.7,1.8,26.0,226.0,42.0,12.0,249.0,1951,285,57,6,13,57,228,0,0,0,0,6,27,64,1.89,56,7,0,0,1,0,13,0.38,12,1,0,0,0,0,60,31,23,30,7,42,70,60.0,28,47,11,36,22.0,82.0,79.0,1.0,2532,103,554,1305,685,48,2532,29,8,27.6,15,51.7,1448,6506,3565,64,46,3,27,7,1698,124,5,0,0,28,30,1,0,0,0,155,33,41,44.6
ENG-Premier League,2223,Arsenal,Bukayo Saka,ENG,FW,20.0,2001.0,38,37,3181,35.3,12,14,86,29,33.7,2.43,0.82,0.14,0.41,16.3,1,2,3,11.2,9.1,0.11,2.8,2.9,1054,1430,73.7,15405,3694,653,753,86.7,292,378,77.2,70,164,42.7,11.0,8.5,5.8,2.5,75.0,50.0,66.0,12.0,109.0,1297,131,11,2,3,172,21,99,76,0,2,2,62,161,4.56,106,27,8,11,7,2,28,0.79,20,4,2,1,0,1,63,34,22,15,26,20,44,45.5,24,38,0,38,14.0,77.0,19.0,0.0,1882,21,160,474,1270,237,1879,161,61,37.9,69,42.9,1191,8403,4557,179,92,84,78,59,1361,520,6,0,0,43,65,9,0,0,0,127,16,38,29.6
ENG-Premier League,2223,Arsenal,Cédric Soares,POR,DF,30.0,1991.0,2,0,29,0.3,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,19,24,79.2,257,54,10,10,100.0,8,10,80.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23,1,0,0,0,3,1,0,0,0,0,0,0,1,3.1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0.0,0.0,1.0,0.0,27,2,8,9,10,0,27,0,0,,0,,14,87,67,1,2,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
ENG-Premier League,2223,Arsenal,Eddie Nketiah,ENG,FW,23.0,1999.0,30,9,1089,12.1,4,4,41,14,34.1,3.39,1.16,0.1,0.29,11.3,0,0,0,8.2,8.2,0.2,-4.2,-4.2,205,255,80.4,2894,350,131,151,86.8,58,69,84.1,9,12,75.0,1.0,1.3,1.3,-0.3,9.0,9.0,6.0,0.0,15.0,231,24,0,0,1,5,0,0,0,0,0,0,11,29,2.4,14,0,6,6,3,0,3,0.25,2,0,0,0,1,0,13,9,6,2,5,2,8,25.0,6,7,1,6,1.0,14.0,7.0,0.0,407,10,35,157,221,87,407,34,15,44.1,13,38.2,259,1682,603,32,16,22,30,20,305,82,3,0,0,30,25,8,1,0,0,30,10,31,24.4
ENG-Premier League,2223,Arsenal,Emile Smith Rowe,ENG,"MF,FW",22.0,2000.0,12,0,172,1.9,0,0,4,1,25.0,2.09,0.52,0.0,0.0,15.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,74,85,87.1,1070,240,44,48,91.7,24,28,85.7,5,6,83.3,2.0,0.7,0.6,1.3,6.0,3.0,4.0,0.0,7.0,81,4,0,0,0,5,0,4,2,0,0,0,1,9,4.68,6,1,0,2,0,0,1,0.52,1,0,0,0,0,0,1,1,1,0,0,1,3,33.3,2,1,0,1,0.0,1.0,2.0,0.0,102,1,14,37,51,9,102,5,2,40.0,3,60.0,68,303,119,2,1,0,0,4,71,11,0,0,0,1,1,1,0,0,0,8,0,2,0.0
ENG-Premier League,2223,Arsenal,Ethan Nwaneri,ENG,FW,15.0,2007.0,1,0,1,0.0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENG-Premier League,2223,Arsenal,Fabio Vieira,POR,"MF,FW",22.0,2000.0,22,3,514,5.7,1,1,15,2,13.3,2.63,0.35,0.07,0.5,20.1,0,0,0,0.8,0.8,0.06,0.2,0.2,234,290,80.7,3557,834,129,142,90.8,84,99,84.8,9,25,36.0,2.0,2.5,1.4,-0.5,12.0,26.0,7.0,2.0,35.0,276,14,7,2,0,20,3,4,3,1,0,0,7,23,4.03,17,2,2,2,0,0,3,0.53,3,0,0,0,0,0,6,4,3,0,3,3,5,60.0,2,5,0,5,4.0,10.0,2.0,0.0,356,6,27,162,170,27,356,18,6,33.3,11,61.1,215,868,327,8,8,1,13,8,255,40,0,0,0,3,5,0,0,0,0,34,3,5,37.5
ENG-Premier League,2223,Arsenal,Gabriel Dos Santos,BRA,DF,24.0,1997.0,38,38,3409,37.9,3,3,32,9,28.1,0.84,0.24,0.09,0.33,11.9,0,0,0,5.1,5.1,0.16,-2.1,-2.1,2155,2411,89.4,38355,13522,870,922,94.4,1111,1180,94.2,150,246,61.0,0.0,0.3,0.6,-0.3,5.0,171.0,3.0,0.0,153.0,2318,89,60,1,11,5,6,0,0,0,0,4,19,24,0.63,21,0,0,2,0,1,2,0.05,2,0,0,0,0,0,48,30,29,15,4,18,27,66.7,9,49,26,23,32.0,80.0,125.0,2.0,2776,307,1153,1419,215,53,2776,3,2,66.7,0,0.0,1746,8780,5471,18,43,3,19,4,1934,16,5,0,0,26,40,1,0,2,0,191,100,76,56.8
ENG-Premier League,2223,Arsenal,Gabriel Jesus,BRA,FW,25.0,1997.0,26,24,2064,22.9,10,11,76,31,40.8,3.31,1.35,0.13,0.32,10.6,0,1,1,14.0,13.2,0.18,-3.0,-3.2,561,699,80.3,8525,1644,297,349,85.1,206,234,88.0,28,45,62.2,6.0,3.9,2.9,2.1,31.0,31.0,22.0,2.0,64.0,635,62,4,4,5,11,12,0,0,0,0,2,19,83,3.62,43,1,12,11,13,3,12,0.52,8,0,1,1,2,0,33,25,16,8,9,15,31,48.4,16,27,3,24,11.0,44.0,15.0,1.0,1080,26,110,406,573,191,1079,111,44,39.6,49,44.1,642,3467,1517,44,31,28,88,65,799,194,6,0,0,43,56,16,2,0,0,79,44,78,36.1
ENG-Premier League,2223,Arsenal,Gabriel Martinelli,BRA,FW,21.0,2001.0,36,34,2789,31.0,15,15,79,30,38.0,2.55,0.97,0.19,0.5,15.4,2,0,0,9.3,9.3,0.12,5.7,5.7,833,1107,75.2,12960,2610,447,527,84.8,295,356,82.9,61,123,49.6,5.0,9.1,7.0,-4.1,59.0,33.0,43.0,10.0,94.0,1013,88,12,8,2,113,11,63,40,0,0,6,44,127,4.1,89,8,12,12,4,2,17,0.55,10,0,2,5,0,0,31,18,13,12,6,9,22,40.9,13,24,1,23,9.0,40.0,14.0,0.0,1490,19,129,419,965,223,1490,132,59,44.7,55,41.7,1019,7180,3297,124,65,70,83,56,1115,350,3,0,0,39,37,8,0,0,0,103,14,63,18.2
ENG-Premier League,2223,Arsenal,Granit Xhaka,SUI,MF,29.0,1992.0,37,36,2993,33.3,7,7,40,14,35.0,1.2,0.42,0.18,0.5,16.6,3,0,0,4.7,4.7,0.12,2.3,2.3,1382,1632,84.7,22642,5919,675,762,88.6,552,635,86.9,113,139,81.3,7.0,5.2,4.0,1.8,47.0,148.0,40.0,4.0,196.0,1574,55,34,6,6,39,19,1,0,0,0,3,27,110,3.31,94,3,5,4,3,1,17,0.51,16,0,0,1,0,0,34,27,11,18,5,16,41,39.0,25,28,10,18,15.0,49.0,45.0,1.0,1891,84,341,900,658,106,1891,28,15,53.6,10,35.7,1112,4242,2161,42,38,9,35,25,1397,175,4,0,0,25,39,5,0,0,0,152,37,30,55.2
ENG-Premier League,2223,Arsenal,Jakub Kiwior,POL,DF,22.0,2000.0,7,5,427,4.7,1,1,1,1,100.0,0.21,0.21,1.0,1.0,10.0,0,0,0,0.1,0.1,0.09,0.9,0.9,177,205,86.3,3030,924,62,70,88.6,104,109,95.4,7,15,46.7,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,192,13,5,1,1,1,8,0,0,0,0,0,4,1,0.21,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,7,5,6,1,0,5,8,62.5,3,5,3,2,6.0,13.0,10.0,0.0,248,31,124,103,22,3,248,1,1,100.0,0,0.0,141,530,171,0,3,0,0,0,148,6,0,0,0,1,1,0,0,0,0,20,8,10,44.4
ENG-Premier League,2223,Arsenal,Jorginho,ITA,MF,30.0,1991.0,14,9,855,9.5,0,0,6,0,0.0,0.63,0.0,0.0,,22.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,641,736,87.1,10809,3031,279,311,89.7,305,334,91.3,41,61,67.2,1.0,0.2,0.6,0.8,5.0,84.0,12.0,0.0,99.0,718,16,16,5,2,2,0,0,0,0,0,2,8,21,2.21,19,0,0,0,0,2,5,0.53,4,0,0,0,0,1,18,13,6,10,2,5,24,20.8,19,7,2,5,9.0,27.0,8.0,0.0,807,27,159,476,175,8,807,10,3,30.0,5,50.0,523,2399,1252,15,12,0,8,8,629,8,0,0,0,6,18,0,0,0,0,69,10,8,55.6
ENG-Premier League,2223,Arsenal,Kieran Tierney,SCO,DF,25.0,1997.0,27,6,795,8.8,0,0,7,2,28.6,0.79,0.23,0.0,0.0,23.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,362,486,74.5,6636,2048,152,172,88.4,170,215,79.1,35,69,50.7,1.0,0.3,0.4,0.7,4.0,35.0,9.0,1.0,36.0,415,67,11,1,1,24,56,0,0,0,0,4,11,12,1.36,10,0,1,1,0,0,4,0.45,4,0,0,0,0,0,20,11,9,9,2,12,16,75.0,4,8,2,6,11.0,31.0,25.0,0.0,579,23,153,244,183,15,579,12,3,25.0,3,25.0,316,1802,837,25,12,3,7,0,338,31,0,0,0,5,9,1,0,0,0,43,6,18,25.0
ENG-Premier League,2223,Arsenal,Leandro Trossard,BEL,FW,27.0,1994.0,20,10,931,10.3,1,1,17,5,29.4,1.64,0.48,0.06,0.2,17.5,0,0,0,1.8,1.8,0.11,-0.8,-0.8,347,452,76.8,5770,1501,165,191,86.4,133,158,84.2,35,59,59.3,10.0,4.7,3.9,5.3,22.0,20.0,30.0,5.0,57.0,402,47,3,6,6,55,5,31,22,1,0,3,19,34,3.29,23,7,1,1,2,0,9,0.87,8,1,0,0,0,0,12,7,4,2,6,6,18,33.3,12,18,0,18,6.0,18.0,3.0,1.0,567,9,64,179,331,43,567,26,15,57.7,6,23.1,374,2386,1107,36,16,10,18,23,417,102,0,0,0,9,17,4,0,0,0,46,1,4,20.0
ENG-Premier League,2223,Arsenal,Marquinhos,BRA,MF,19.0,2003.0,1,0,1,0.0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2,3,66.7,34,5,1,2,50.0,1,1,100.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0.0,3,0,0,2,1,0,3,0,0,,0,,2,6,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENG-Premier League,2223,Arsenal,Martin Ødegaard,NOR,MF,23.0,1998.0,37,37,3127,34.7,15,15,93,31,33.3,2.68,0.89,0.16,0.48,19.2,9,0,0,10.0,10.0,0.11,5.0,5.0,1449,1804,80.3,22540,6014,759,873,86.9,518,617,84.0,110,175,62.9,7.0,8.1,7.9,-1.1,76.0,135.0,91.0,4.0,266.0,1683,110,79,23,9,91,13,18,9,6,1,11,45,163,4.69,123,15,4,12,6,3,17,0.49,15,0,0,2,0,0,36,23,12,14,10,14,47,29.8,33,20,5,15,6.0,42.0,12.0,1.0,2100,27,199,864,1060,122,2100,83,48,57.8,29,34.9,1284,6930,3022,83,60,26,42,45,1550,193,4,0,0,30,26,1,0,0,0,178,13,20,39.4
ENG-Premier League,2223,Arsenal,Mohamed Elneny,EGY,MF,30.0,1992.0,5,1,113,1.3,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,57,60,95.0,1031,224,23,23,100.0,27,29,93.1,6,6,100.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,58,2,2,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,0.0,1.0,0.0,0.0,63,2,11,42,11,0,63,0,0,,0,,38,134,37,1,0,0,0,0,49,1,0,0,0,1,1,0,0,0,0,10,0,2,0.0
ENG-Premier League,2223,Arsenal,Oleksandr Zinchenko,UKR,DF,25.0,1996.0,27,26,2118,23.5,1,1,28,7,25.0,1.19,0.3,0.04,0.14,22.7,0,0,0,1.4,1.4,0.05,-0.4,-0.4,1652,1911,86.4,27023,7899,808,876,92.2,696,798,87.2,105,148,70.9,2.0,1.4,2.4,0.6,19.0,201.0,41.0,4.0,227.0,1703,203,49,6,12,37,153,1,0,0,0,5,29,56,2.38,49,1,0,4,1,1,4,0.17,3,0,0,1,0,0,40,18,14,17,9,21,39,53.8,18,20,2,18,22.0,62.0,38.0,2.0,2112,77,463,1058,610,33,2112,25,15,60.0,9,36.0,1263,6899,3787,67,66,8,16,15,1398,68,3,0,0,6,11,1,0,0,0,163,51,20,71.8
ENG-Premier League,2223,Arsenal,Reiss Nelson,ENG,FW,22.0,1999.0,11,0,212,2.4,3,3,12,7,58.3,5.09,2.97,0.25,0.43,16.4,1,0,0,1.1,1.1,0.09,1.9,1.9,101,120,84.2,1331,213,62,69,89.9,29,34,85.3,4,7,57.1,2.0,1.4,1.0,0.6,9.0,3.0,4.0,2.0,6.0,118,2,0,0,0,12,0,2,2,0,0,0,1,19,8.07,13,0,3,2,1,0,5,2.12,3,0,0,2,0,0,4,1,2,1,1,2,4,50.0,2,3,0,3,0.0,4.0,4.0,0.0,157,5,25,35,99,23,157,9,7,77.8,2,22.2,99,710,439,19,5,8,3,9,112,34,0,0,0,8,4,0,0,0,0,16,2,5,28.6
ENG-Premier League,2223,Arsenal,Rob Holding,ENG,DF,26.0,1995.0,14,6,566,6.3,1,1,5,2,40.0,0.8,0.32,0.2,0.5,12.8,0,0,0,0.3,0.3,0.07,0.7,0.7,382,442,86.4,7494,2701,141,152,92.8,191,207,92.3,46,69,66.7,0.0,0.0,0.1,0.0,0.0,23.0,1.0,0.0,24.0,430,10,8,1,2,0,2,0,0,0,0,2,3,6,0.95,4,0,1,1,0,0,0,0.0,0,0,0,0,0,0,8,5,4,4,0,3,6,50.0,3,6,5,1,3.0,11.0,27.0,1.0,499,58,240,245,15,7,499,1,1,100.0,0,0.0,319,1466,881,3,1,1,3,0,339,2,0,0,0,5,2,0,0,1,0,40,22,17,56.4
ENG-Premier League,2223,Arsenal,Takehiro Tomiyasu,JPN,DF,23.0,1998.0,21,6,663,7.4,0,0,3,0,0.0,0.41,0.0,0.0,,12.1,0,0,0,0.2,0.2,0.07,-0.2,-0.2,384,474,81.0,6453,2036,173,200,86.5,171,199,85.9,30,56,53.6,1.0,0.6,0.2,0.4,4.0,41.0,6.0,2.0,51.0,420,53,4,2,2,12,49,0,0,0,0,1,9,10,1.36,8,2,0,0,0,0,2,0.27,2,0,0,0,0,0,27,18,12,10,5,13,18,72.2,5,7,0,7,14.0,41.0,15.0,1.0,557,26,138,293,130,17,557,4,1,25.0,2,50.0,311,1380,624,14,7,1,7,4,344,28,2,0,0,6,3,0,0,0,0,42,17,20,45.9
ENG-Premier League,2223,Arsenal,Thomas Partey,GHA,MF,29.0,1993.0,33,28,2483,27.6,3,3,28,4,14.3,1.01,0.14,0.11,0.75,20.4,0,0,0,2.2,2.2,0.08,0.8,0.8,1731,1985,87.2,30132,9207,804,876,91.8,712,801,88.9,178,240,74.2,0.0,1.5,2.4,-1.5,26.0,231.0,24.0,2.0,231.0,1923,59,32,11,12,9,27,0,0,0,0,3,20,71,2.57,62,2,1,2,1,3,6,0.22,6,0,0,0,0,0,70,40,20,35,15,25,52,48.1,27,26,5,21,28.0,98.0,41.0,1.0,2267,78,418,1406,466,29,2267,45,35,77.8,8,17.8,1398,6866,3847,34,38,3,33,19,1654,35,5,0,0,37,23,0,0,0,0,225,37,25,59.7
ENG-Premier League,2223,Arsenal,William Saliba,FRA,DF,21.0,2001.0,27,27,2415,26.8,2,2,6,3,50.0,0.22,0.11,0.33,0.67,13.8,0,0,0,0.9,0.9,0.15,1.1,1.1,1698,1865,91.0,29692,11617,715,767,93.2,844,905,93.3,108,144,75.0,1.0,1.2,0.3,-0.2,6.0,111.0,3.0,0.0,99.0,1822,43,34,0,2,1,0,0,0,0,0,0,8,14,0.52,11,2,1,0,0,0,2,0.07,2,0,0,0,0,0,34,20,23,9,2,15,18,83.3,3,13,10,3,19.0,53.0,85.0,4.0,2056,174,905,1094,64,15,2056,11,8,72.7,1,9.1,1323,6658,3908,13,14,1,15,6,1423,2,4,0,0,19,13,0,0,2,1,206,53,43,55.2
ENG-Premier League,2223,Aston Villa,Ashley Young,ENG,DF,37.0,1985.0,29,23,2036,22.6,1,1,15,3,20.0,0.66,0.13,0.07,0.33,25.1,0,0,0,0.5,0.5,0.03,0.5,0.5,897,1188,75.5,16006,6166,415,468,88.7,396,490,80.8,77,177,43.5,0.0,1.0,0.8,-1.0,14.0,82.0,18.0,5.0,107.0,945,235,57,2,12,42,172,6,2,1,2,8,28,40,1.77,34,3,2,1,0,0,2,0.09,2,0,0,0,0,0,50,27,34,15,1,37,49,75.5,12,25,11,14,21.0,71.0,65.0,0.0,1411,86,502,675,252,10,1411,22,8,36.4,10,45.5,701,3235,1554,29,20,4,18,5,767,33,7,0,0,24,28,1,0,1,0,131,13,11,54.2
ENG-Premier League,2223,Aston Villa,Bertrand Traoré,BFA,"FW,MF",26.0,1995.0,8,1,233,2.6,2,2,9,3,33.3,3.48,1.16,0.22,0.67,16.4,0,0,0,0.7,0.7,0.08,1.3,1.3,59,75,78.7,868,258,36,40,90.0,18,21,85.7,3,5,60.0,0.0,0.1,0.1,-0.1,1.0,1.0,5.0,3.0,9.0,72,2,0,0,2,5,1,1,1,0,0,1,5,4,1.55,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,1,4,25.0,3,5,0,5,2.0,3.0,0.0,0.0,114,0,8,41,66,13,114,4,1,25.0,3,75.0,81,462,246,9,3,5,8,7,89,28,1,0,0,2,8,3,0,0,0,8,2,4,33.3
ENG-Premier League,2223,Aston Villa,Boubacar Kamara,FRA,MF,22.0,1999.0,24,21,1777,19.7,0,0,4,1,25.0,0.2,0.05,0.0,0.0,29.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,798,941,84.8,13161,3895,395,441,89.6,303,334,90.7,67,95,70.5,1.0,0.8,0.7,0.2,7.0,61.0,6.0,0.0,84.0,907,34,32,2,10,1,0,0,0,0,0,0,20,23,1.17,19,0,1,0,3,0,4,0.2,2,0,1,0,1,0,58,25,25,23,10,27,56,48.2,29,38,12,26,19.0,77.0,24.0,2.0,1145,65,362,662,132,10,1145,35,16,45.7,12,34.3,622,2571,1173,16,11,1,20,14,713,8,4,0,0,34,31,0,0,0,0,126,22,17,56.4
ENG-Premier League,2223,Aston Villa,Calum Chambers,ENG,"DF,MF",27.0,1995.0,14,2,353,3.9,0,0,2,0,0.0,0.51,0.0,0.0,,21.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,157,207,75.8,2924,1310,66,76,86.8,77,94,81.9,14,31,45.2,0.0,0.3,0.2,-0.3,2.0,9.0,2.0,1.0,16.0,191,13,4,0,1,4,9,0,0,0,0,3,1,6,1.53,5,0,0,0,0,1,0,0.0,0,0,0,0,0,0,9,6,7,2,0,6,8,75.0,2,5,4,1,7.0,16.0,10.0,1.0,245,30,119,96,32,2,245,0,0,,0,,139,794,540,6,4,0,2,1,149,2,2,0,0,7,2,0,0,0,0,23,3,6,33.3
ENG-Premier League,2223,Aston Villa,Cameron Archer,ENG,"FW,MF",21.0,2001.0,6,0,49,0.5,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,8,12,66.7,108,44,5,5,100.0,3,5,60.0,0,0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11,1,1,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0.0,15,0,1,8,7,3,15,1,1,100.0,0,0.0,15,114,72,3,1,1,2,3,13,3,0,0,0,2,1,1,0,0,0,2,0,0,
ENG-Premier League,2223,Aston Villa,Danny Ings,ENG,FW,30.0,1992.0,18,8,824,9.2,4,6,25,12,48.0,2.73,1.31,0.16,0.33,15.5,0,2,2,5.3,3.8,0.15,0.7,0.2,114,162,70.4,1371,289,76,97,78.4,27,34,79.4,3,12,25.0,0.0,1.2,0.6,-1.2,9.0,7.0,4.0,0.0,12.0,152,10,0,4,0,4,0,0,0,0,0,0,6,16,1.75,12,0,2,2,0,0,1,0.11,0,0,1,0,0,0,10,5,1,6,3,1,6,16.7,5,12,1,11,1.0,11.0,11.0,0.0,267,12,26,106,139,49,265,16,10,62.5,6,37.5,163,718,260,15,6,9,20,17,186,46,3,0,0,8,5,9,0,0,0,19,16,12,57.1
ENG-Premier League,2223,Aston Villa,Diego Carlos,BRA,DF,29.0,1993.0,3,2,205,2.3,0,0,4,0,0.0,1.76,0.0,0.0,,15.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4,112,142,78.9,2338,881,35,41,85.4,60,71,84.5,17,28,60.7,0.0,0.0,0.1,0.0,1.0,9.0,1.0,0.0,11.0,136,5,4,0,1,1,1,0,0,0,0,1,1,3,1.32,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,1,2,2,0,1.0,2.0,2.0,0.0,156,11,54,94,11,4,156,0,0,,0,,100,348,193,1,3,0,2,0,111,0,0,0,0,2,0,0,0,0,0,14,6,3,66.7
ENG-Premier League,2223,Aston Villa,Douglas Luiz,BRA,MF,24.0,1998.0,37,33,2927,32.5,6,6,34,12,35.3,1.05,0.37,0.18,0.5,25.0,7,0,0,2.8,2.8,0.08,3.2,3.2,1494,1812,82.5,26492,6527,613,680,90.1,665,768,86.6,158,277,57.0,6.0,4.4,2.9,1.6,45.0,123.0,19.0,4.0,148.0,1593,216,120,6,10,106,6,89,53,13,1,3,16,96,2.95,61,26,4,1,1,3,12,0.37,9,1,0,0,0,2,73,42,31,32,10,30,63,47.6,33,36,7,29,40.0,113.0,27.0,2.0,2118,75,534,1161,443,19,2117,44,24,54.5,14,31.8,1142,6297,2922,48,39,4,36,33,1326,35,6,1,0,48,42,2,0,0,0,197,25,22,53.2
ENG-Premier League,2223,Aston Villa,Emi Buendía,ARG,"MF,FW",25.0,1996.0,38,27,2412,26.8,5,5,49,11,22.4,1.83,0.41,0.1,0.45,15.9,2,0,0,6.3,6.3,0.13,-1.3,-1.3,787,1020,77.2,12082,3091,434,513,84.6,255,323,78.9,63,90,70.0,2.0,5.7,4.2,-3.7,41.0,84.0,41.0,0.0,138.0,954,63,7,11,7,18,7,5,2,0,1,3,38,90,3.36,72,2,8,3,4,1,10,0.37,7,0,1,2,0,0,52,23,20,20,12,21,74,28.4,53,20,2,18,20.0,72.0,17.0,0.0,1336,38,202,634,516,93,1336,59,27,45.8,26,44.1,829,3957,1970,60,46,19,63,58,955,137,0,0,0,43,44,1,0,0,0,138,23,54,29.9
ENG-Premier League,2223,Aston Villa,Emiliano Martínez,ARG,GK,29.0,1992.0,36,36,3139,34.9,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1026,1388,73.9,27095,17857,218,219,99.5,520,527,98.7,286,633,45.2,0.0,0.3,0.3,-0.3,2.0,21.0,0.0,0.0,0.0,1043,340,128,1,5,0,0,0,0,0,0,5,1,5,0.14,3,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,1.0,1.0,23.0,1.0,1479,1218,1463,17,0,0,1479,0,0,,0,,851,4474,2627,0,0,0,2,0,707,0,7,0,0,1,6,0,0,1,1,41,13,0,100.0
